"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Leg Raise Parallel Bars",,"",0,"normal",,15,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Leg Raise Parallel Bars",,"",1,"normal",,15,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Leg Raise Parallel Bars",,"",2,"normal",,15,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Leg Raise Parallel Bars",,"",3,"normal",,15,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Decline Crunch (Weighted)",,"",0,"normal",10,12,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Decline Crunch (Weighted)",,"",1,"normal",10,16,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Decline Crunch (Weighted)",,"",2,"normal",15,16,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Decline Crunch (Weighted)",,"",3,"normal",15,12,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Arnold Press (Dumbbell)",,"",0,"normal",36,12,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Arnold Press (Dumbbell)",,"",1,"normal",48,12,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Arnold Press (Dumbbell)",,"",2,"normal",52,9,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Arnold Press (Dumbbell)",,"",3,"normal",52,8,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",66,12,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",66,12,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",73,10,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",73,10,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Lateral Raise (Dumbbell)",,"",0,"normal",32,10,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Lateral Raise (Dumbbell)",,"",1,"dropset",18,10,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Lateral Raise (Dumbbell)",,"",2,"normal",32,10,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Lateral Raise (Dumbbell)",,"",3,"dropset",18,10,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Lateral Raise (Dumbbell)",,"",4,"normal",32,12,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Lateral Raise (Dumbbell)",,"",5,"dropset",18,12,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Lateral Raise (Dumbbell)",,"",6,"normal",32,10,,,
"Shoulders","12 Dec 2024, 13:18","12 Dec 2024, 14:27","","Lateral Raise (Dumbbell)",,"",7,"normal",18,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,12,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Back Extension (Weighted Hyperextension)",,"",1,"normal",20,12,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Back Extension (Weighted Hyperextension)",,"",2,"normal",30,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Back Extension (Weighted Hyperextension)",,"",3,"normal",35,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",29,12,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",32,8,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",32,7,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",32,6,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",84,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",84,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",88,8,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Chest Supported Incline Row (Dumbbell)",,"",3,"normal",88,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Lat Pulldown (Cable)",,"",0,"normal",73,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Lat Pulldown (Cable)",,"",1,"normal",79,8,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Lat Pulldown (Cable)",,"",2,"normal",79,8,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Lat Pulldown (Cable)",,"",3,"normal",86,8,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Hammer Curl (Dumbbell)",,"",0,"normal",32,12,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Hammer Curl (Dumbbell)",,"",1,"normal",32,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Hammer Curl (Dumbbell)",,"",2,"normal",36,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Hammer Curl (Dumbbell)",,"",3,"normal",36,12,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",79,10,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",79,8,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",79,8,,,
"Back","10 Dec 2024, 22:04","10 Dec 2024, 23:24","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",86,8,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Bench Press (Barbell)",,"",0,"warmup",60,8,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Bench Press (Barbell)",,"",1,"warmup",80,6,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Bench Press (Barbell)",,"",2,"normal",100,6,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Bench Press (Barbell)",,"",3,"normal",105,4,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Bench Press (Barbell)",,"",4,"normal",107.5,3,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Triceps Dip",,"",0,"normal",,15,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Triceps Dip",,"",1,"normal",,12,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Triceps Dip",,"",2,"normal",,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Triceps Dip",,"",3,"normal",,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Triceps Extension (Cable)",,"",0,"normal",13,15,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Triceps Extension (Cable)",,"",1,"normal",15,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Triceps Extension (Cable)",,"",2,"normal",15,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Triceps Extension (Cable)",,"",3,"normal",15,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Incline Bench Press (Dumbbell)",,"",0,"normal",64,8,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Incline Bench Press (Dumbbell)",,"",1,"dropset",40,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Incline Bench Press (Dumbbell)",,"",2,"normal",64,8,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Incline Bench Press (Dumbbell)",,"",3,"dropset",40,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Incline Bench Press (Dumbbell)",,"",4,"normal",64,7,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Incline Bench Press (Dumbbell)",,"",5,"dropset",44,8,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Skullcrusher (Dumbbell)",,"",0,"normal",16,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Skullcrusher (Dumbbell)",,"",1,"normal",16,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Skullcrusher (Dumbbell)",,"",2,"normal",16,10,,,
"Chest","9 Dec 2024, 18:04","9 Dec 2024, 19:01","","Skullcrusher (Dumbbell)",,"",3,"normal",16,8,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Shoulder Press (Dumbbell)",,"",0,"warmup",36,15,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Shoulder Press (Dumbbell)",,"",1,"normal",56,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Shoulder Press (Dumbbell)",,"",2,"normal",64,10,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Shoulder Press (Dumbbell)",,"",3,"normal",72,5,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Lateral Raise (Dumbbell)",,"",0,"normal",28,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Lateral Raise (Dumbbell)",,"",1,"dropset",18,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Lateral Raise (Dumbbell)",,"",2,"normal",28,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Lateral Raise (Dumbbell)",,"",3,"dropset",18,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Lateral Raise (Dumbbell)",,"",4,"normal",28,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Lateral Raise (Dumbbell)",,"",5,"dropset",18,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Lateral Raise (Dumbbell)",,"",6,"normal",28,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Lateral Raise (Dumbbell)",,"",7,"dropset",18,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Shrug (Dumbbell)",,"",0,"normal",80,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Shrug (Dumbbell)",,"",1,"normal",84,10,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Shrug (Dumbbell)",,"",2,"normal",88,10,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Shrug (Dumbbell)",,"",3,"normal",88,10,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",16,15,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",16,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Rear Delt Reverse Fly (Dumbbell)",,"",2,"normal",16,12,,,
"Shoulders","2 Dec 2024, 14:44","2 Dec 2024, 15:36","","Rear Delt Reverse Fly (Dumbbell)",,"",3,"normal",16,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Back Extension (Weighted Hyperextension)",,"",1,"normal",20,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Back Extension (Weighted Hyperextension)",,"",2,"normal",20,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Back Extension (Weighted Hyperextension)",,"",3,"normal",20,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",27,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",29,10,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",32,10,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",32,10,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",76,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",84,8,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",84,8,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Chest Supported Incline Row (Dumbbell)",,"",3,"normal",88,8,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Lat Pulldown (Cable)",,"",0,"normal",66,10,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Lat Pulldown (Cable)",,"",1,"normal",73,10,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Lat Pulldown (Cable)",,"",2,"normal",79,8,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Hammer Curl (Dumbbell)",,"",0,"normal",32,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Hammer Curl (Dumbbell)",,"",1,"normal",32,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Hammer Curl (Dumbbell)",,"",2,"normal",36,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Hammer Curl (Dumbbell)",,"",3,"normal",36,10,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",30,15,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",30,12,,,
"Back","1 Dec 2024, 20:43","1 Dec 2024, 21:53","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",30,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Back Extension (Weighted Hyperextension)",,"",1,"normal",15,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Back Extension (Weighted Hyperextension)",,"",3,"normal",25,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Standing Calf Raise (Machine)",,"",0,"normal",60,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Standing Calf Raise (Machine)",,"",1,"normal",80,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Standing Calf Raise (Machine)",,"",2,"normal",90,10,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Standing Calf Raise (Machine)",,"",3,"normal",100,9,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Leg Press (Machine)",,"",0,"normal",100,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Leg Press (Machine)",,"",1,"normal",160,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Leg Press (Machine)",,"",2,"normal",200,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Leg Press (Machine)",,"",3,"normal",240,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Romanian Deadlift (Dumbbell)",,"",0,"normal",76,10,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Romanian Deadlift (Dumbbell)",,"",1,"normal",80,10,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Romanian Deadlift (Dumbbell)",,"",2,"normal",88,8,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Romanian Deadlift (Dumbbell)",,"",3,"normal",96,8,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Leg Extension (Machine)",,"",0,"normal",79,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Leg Extension (Machine)",,"",1,"normal",86,10,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Leg Extension (Machine)",,"",2,"normal",86,10,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Leg Extension (Machine)",,"",3,"normal",93,10,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Hip Adduction (Machine)",,"",0,"normal",32,20,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Hip Adduction (Machine)",,"",1,"normal",39,15,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Hip Adduction (Machine)",,"",2,"normal",45,12,,,
"Legs","30 Nov 2024, 18:51","30 Nov 2024, 19:58","","Hip Adduction (Machine)",,"",3,"normal",52,12,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Bench Press (Dumbbell)",,"",0,"warmup",40,8,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Bench Press (Dumbbell)",,"",1,"warmup",64,8,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Bench Press (Dumbbell)",,"",2,"normal",76,10,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Bench Press (Dumbbell)",,"",3,"normal",84,5,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Bench Press (Dumbbell)",,"",4,"normal",84,6,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Triceps Dip",,"",0,"normal",,12,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Triceps Dip",,"",1,"normal",,10,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Triceps Dip",,"",2,"normal",,10,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Skullcrusher (Dumbbell)",,"",0,"normal",18,9,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Skullcrusher (Dumbbell)",,"",1,"normal",18,8,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Skullcrusher (Dumbbell)",,"",2,"normal",18,8,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Skullcrusher (Dumbbell)",,"",3,"normal",18,7,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Cable Fly Crossovers",,"",0,"normal",10,12,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Cable Fly Crossovers",,"",1,"normal",12,12,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Cable Fly Crossovers",,"",2,"normal",12,12,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Cable Fly Crossovers",,"",3,"normal",15,8,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Triceps Extension (Cable)",,"",0,"normal",13,10,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Triceps Extension (Cable)",,"",1,"normal",17,12,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Triceps Extension (Cable)",,"",2,"normal",17,10,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Triceps Extension (Cable)",,"",3,"normal",20,5,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Butterfly (Pec Deck)",,"",0,"normal",66,15,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Butterfly (Pec Deck)",,"",1,"normal",73,12,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Butterfly (Pec Deck)",,"",2,"normal",79,10,,,
"Push","28 Nov 2024, 11:26","28 Nov 2024, 12:38","","Butterfly (Pec Deck)",,"",3,"normal",79,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,12,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Back Extension (Weighted Hyperextension)",,"",2,"normal",20,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Back Extension (Weighted Hyperextension)",,"",3,"normal",20,12,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Back Extension (Weighted Hyperextension)",,"",4,"normal",20,12,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Straight Arm Lat Pulldown (Cable)",,"",0,"warmup",22.5,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",30,12,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",30,12,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",32,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",72,12,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",80,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",80,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Chest Supported Incline Row (Dumbbell)",,"",3,"normal",80,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Lat Pulldown (Machine)",,"",0,"normal",60,12,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Lat Pulldown (Machine)",,"",1,"normal",60,12,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Lat Pulldown (Machine)",,"",2,"normal",70,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Lat Pulldown (Machine)",,"",3,"normal",70,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Bicep Curl (Dumbbell)",,"",0,"normal",16,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Bicep Curl (Dumbbell)",,"",1,"normal",16,10,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Bicep Curl (Dumbbell)",,"",2,"normal",16,8,,,
"Back","24 Nov 2024, 12:20","24 Nov 2024, 13:22","","Bicep Curl (Dumbbell)",,"",3,"normal",16,8,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Russian Twist (Weighted)",0,"",0,"normal",12,11,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Russian Twist (Weighted)",0,"",1,"normal",12,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Russian Twist (Weighted)",0,"",2,"normal",12,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Russian Twist (Weighted)",0,"",3,"normal",12,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Bicycle Crunch Raised Legs",0,"",0,"normal",,24,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Bicycle Crunch Raised Legs",0,"",1,"normal",,20,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Bicycle Crunch Raised Legs",0,"",2,"normal",,20,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Bicycle Crunch Raised Legs",0,"",3,"normal",,18,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Shoulder Press (Dumbbell)",,"",0,"warmup",32,12,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Shoulder Press (Dumbbell)",,"",1,"normal",60,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Shoulder Press (Dumbbell)",,"",2,"normal",68,8,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Shoulder Press (Dumbbell)",,"",3,"normal",72,3,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Shoulder Press (Dumbbell)",,"",4,"normal",72,5,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",66,8,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",66,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",73,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",73,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Lateral Raise (Dumbbell)",,"60s rest",0,"normal",32,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Lateral Raise (Dumbbell)",,"60s rest",1,"dropset",16,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Lateral Raise (Dumbbell)",,"60s rest",2,"normal",32,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Lateral Raise (Dumbbell)",,"60s rest",3,"dropset",16,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Lateral Raise (Dumbbell)",,"60s rest",4,"normal",32,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Lateral Raise (Dumbbell)",,"60s rest",5,"dropset",16,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Lateral Raise (Dumbbell)",,"60s rest",6,"normal",32,10,,,
"Shoulders","21 Nov 2024, 13:24","21 Nov 2024, 14:12","","Lateral Raise (Dumbbell)",,"60s rest",7,"dropset",16,10,,,
"Legs","18 Nov 2024, 18:34","18 Nov 2024, 19:22","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",32,12,,,
"Legs","18 Nov 2024, 18:34","18 Nov 2024, 19:22","","Romanian Deadlift (Dumbbell)",,"",1,"normal",64,10,,,
